order_id;customer_id;order_date;delivery_date;product;category;price;quantity;discount;state;channel;payment_type;return_flag
347;63425b32-edef-447a-99a9-28ea3b682d69;25/02/2025;27/02/2025;Maiores;Pele;372.79;4;15.5;SC;Loja Física;Cartão de Crédito;Sim
348;b5971251-152d-4972-9227-bea7fcefdb6f;14/06/2025;22/06/2025;Consectetur;Infantil;88.92;4;45.1;DF;App;Pix;Não
349;51cff473-98a4-49fb-bb8b-93ebfa26fb33;29/03/2025;05/04/2025;Dolores;Beleza;363.38;3;13.45;MG;Loja Física;Pix;Não
350;238e3af8-bc49-4357-ae05-a9c2c23596ea;06/03/2025;13/03/2025;Mollitia;Pele;293.24;1;25.69;PR;Site;Cartão de Crédito;Sim
351;4b350fe9-96cb-45a1-a60b-8766146e1b4b;17/02/2025;28/02/2025;Vero;Infantil;409.32;1;7.11;MG;App;Carteira Digital;Sim
352;5a339659-8acc-4e07-9f58-ad943eafb54e;27/02/2025;02/03/2025;Officiis;Pele;389.42;4;28.1;PR;Loja Física;Carteira Digital;Sim
353;9c5dd862-eb9e-4c07-9ba4-e3bac0a898dd;25/03/2025;31/03/2025;Veniam;Maquiagem;41.84;4;6.22;PR;Loja Física;Carteira Digital;Sim
354;62f46668-8820-49dd-b286-dd845bf0e1c3;14/02/2025;21/02/2025;Recusandae;Beleza;284.15;1;25.24;MG;Site;Carteira Digital;Sim
355;1dbcce40-ecb6-4e16-adfc-20e22ca06d0e;02/06/2025;08/06/2025;Asperiores;Infantil;436.69;4;33.86;DF;Site;Pix;Não
356;8fed9e36-0ddc-4283-91c9-0e0623ab12fd;19/03/2025;23/03/2025;Expedita;Infantil;177.05;3;28.59;RJ;Loja Física;Pix;Não
357;8023a7eb-a71b-4986-8705-250b22e1bcf4;30/04/2025;03/05/2025;Ut;Cabelos;54.36;1;0.99;MG;App;Boleto;Sim
358;df718311-6faf-4056-a25f-8ebcd7df7089;14/02/2025;20/02/2025;Rerum;Cabelos;146.15;1;14.29;MG;Site;Carteira Digital;Sim
359;dc09111a-e9cc-46b5-9650-6124e6ffdf73;22/01/2025;25/01/2025;Commodi;Pele;205.74;4;49.1;BA;App;Boleto;Sim
360;eae0ce46-b2c6-4701-badd-65cff5a86a10;21/02/2025;03/03/2025;Itaque;Beleza;241.55;2;8.97;PR;App;Carteira Digital;Não
361;c5b6520c-419a-4634-bb4a-752e46863abf;12/02/2025;18/02/2025;Quod;Perfumes;216.88;3;30.27;RJ;Site;Pix;Sim
362;f87a909c-9e92-48a0-af7e-9556b3bf7ed4;25/04/2025;02/05/2025;Non;Perfumes;465.0;4;14.86;DF;Loja Física;Pix;Sim
363;ec8b5740-9ca3-4c5f-82b7-1d0fb5c93b76;16/01/2025;20/01/2025;Laudantium;Maquiagem;37.1;3;18.66;MG;Site;Carteira Digital;Sim
364;ebb427a0-2857-492c-bd68-8a840dc457ef;09/03/2025;15/03/2025;Eius;Beleza;111.82;3;5.3;MG;App;Boleto;Sim
365;47f08c73-81d5-420c-8461-c8f4d1cce590;23/04/2025;30/04/2025;Aliquid;Pele;221.83;1;19.28;RS;App;Pix;Sim
366;a3d7642a-f75b-4ca9-98cf-2074fb23cec5;05/06/2025;13/06/2025;Optio;Pele;264.08;3;21.68;RS;Loja Física;Pix;Sim
367;c442a996-ed55-4724-a0f7-5894fa46046b;25/02/2025;02/03/2025;Nam;Infantil;370.02;2;49.81;PR;Loja Física;Cartão de Crédito;Sim
368;afe964ac-5387-41db-892c-1cbedec29152;19/04/2025;25/04/2025;Explicabo;Maquiagem;53.51;4;0.69;MG;Site;Pix;Sim
369;30cf7a52-1b3b-4fac-98f3-1ed9bcbffb20;28/04/2025;01/05/2025;Dolores;Beleza;59.39;1;21.24;RJ;Site;Pix;Sim
370;017189e8-825a-4a73-ae74-20553d0bb2ec;01/05/2025;07/05/2025;Facere;Maquiagem;261.95;3;27.21;SC;Loja Física;Cartão de Crédito;Não
371;50c8886c-86ba-4d50-9c45-57a33e1f79c1;02/04/2025;07/04/2025;Eligendi;Infantil;204.42;1;10.31;PR;Loja Física;Pix;Não
372;e454b5ee-0767-4c55-bf11-2eda42537661;07/04/2025;12/04/2025;Cum;Cabelos;400.07;2;31.51;SC;App;Carteira Digital;Sim
373;8e7e8120-bd75-4516-a409-f1b92ad3b4ec;14/06/2025;20/06/2025;Impedit;Infantil;417.63;2;39.25;SP;Site;Carteira Digital;Não
374;fa26f365-da4a-4a0e-8f8a-067d157f5402;27/01/2025;01/02/2025;Ab;Perfumes;128.71;1;38.22;DF;Site;Pix;Sim
375;a83d6c20-eb46-4dca-8d0c-134958091443;24/03/2025;28/03/2025;Impedit;Pele;63.13;2;47.13;BA;Loja Física;Pix;Não
376;0e909740-d25f-4f3d-af03-86db6a27efb1;24/04/2025;29/04/2025;Tempore;Cabelos;464.54;3;25.75;BA;Loja Física;Cartão de Crédito;Não
377;2f1f6d9c-33e5-4015-8cbe-dc7ff9139027;27/05/2025;04/06/2025;Ab;Cabelos;196.58;2;13.57;DF;Site;Pix;Não
378;4f16ad56-2dd7-45dd-b57c-f696d5c3d468;17/04/2025;20/04/2025;Ipsum;Cabelos;419.57;3;9.69;MG;Site;Cartão de Crédito;Não
379;2b9eee3b-9749-4bfc-a8b8-055b97b98841;18/03/2025;27/03/2025;Ut;Perfumes;356.16;3;24.47;SC;Site;Boleto;Não
380;703bbe2a-6214-4da6-9ba1-9ecf71a39122;09/04/2025;16/04/2025;Commodi;Maquiagem;224.67;4;44.54;BA;Site;Boleto;Não
381;7191f440-e8ea-4632-a856-67dda725b35d;09/05/2025;12/05/2025;Alias;Maquiagem;274.04;4;15.55;DF;App;Pix;Não
382;bf4807f4-9e07-44d4-85f0-072c990dafd5;06/02/2025;09/02/2025;Eaque;Beleza;382.21;4;30.82;RJ;App;Carteira Digital;Sim
383;549896bd-fec2-4840-b78e-d5af6839d849;01/07/2025;07/07/2025;Maiores;Cabelos;265.05;3;27.33;BA;Site;Cartão de Crédito;Não
384;9f741e45-0d79-4269-a1d7-3b1665b2d944;03/06/2025;07/06/2025;Magnam;Perfumes;468.57;3;7.14;DF;App;Cartão de Crédito;Sim
385;a44789b2-5ff7-4df7-971c-58e5308d8eee;19/03/2025;24/03/2025;Doloribus;Perfumes;227.06;1;30.57;MG;App;Pix;Não
386;8848ecf3-529d-4ca3-aed8-5b2cf6aead1f;09/03/2025;19/03/2025;Libero;Pele;440.86;1;24.25;SP;App;Cartão de Crédito;Sim
387;d5dbeb49-cbd5-4348-b840-3d34f9c5ed03;28/05/2025;04/06/2025;Tempora;Pele;212.28;4;0.78;PR;Site;Carteira Digital;Não
388;844e9a26-72a8-4720-808a-37cba88c4014;26/02/2025;28/02/2025;Facere;Maquiagem;255.25;3;27.09;PR;Loja Física;Cartão de Crédito;Sim
389;2393dea8-8ab0-4b99-8e53-9763631c03ae;18/03/2025;21/03/2025;Nesciunt;Beleza;206.47;1;49.46;SC;App;Pix;Não
390;fb2d7c4d-52eb-45e4-86a8-455efa4f46fb;14/04/2025;17/04/2025;Veritatis;Cabelos;62.9;2;18.63;RS;Loja Física;Carteira Digital;Sim
391;271be720-c161-4f6a-a920-b3621cec4a24;02/03/2025;06/03/2025;Consequatur;Beleza;363.12;3;18.96;SP;Site;Pix;Não
392;7a1c1b22-7978-4b44-8ca4-cd8f78f7f5ea;03/06/2025;08/06/2025;Error;Maquiagem;52.87;4;38.33;DF;Site;Boleto;Não
393;54525223-2735-48e0-9766-95142e1b7a7c;14/03/2025;22/03/2025;Vitae;Maquiagem;109.84;1;17.35;BA;Site;Carteira Digital;Não
394;5960bf4b-abaa-4d1a-8d9b-f7c3f0de7eab;24/02/2025;28/02/2025;Voluptatum;Maquiagem;393.92;2;28.94;BA;Loja Física;Carteira Digital;Não
395;f16d741c-0887-42f2-81b3-bdf52162a807;15/02/2025;20/02/2025;Ex;Perfumes;177.5;4;29.99;SP;App;Pix;Sim
396;e78c8053-515d-446f-922a-27fc1ec892e9;11/03/2025;19/03/2025;Delectus;Perfumes;480.49;1;13.6;PR;Loja Física;Cartão de Crédito;Não
397;699b50a4-70d8-43ee-9722-009d01f1f3a5;14/05/2025;20/05/2025;Sequi;Pele;356.48;1;32.74;RS;Loja Física;Cartão de Crédito;Não
398;96810316-ab4e-4efa-9889-32bf772834f7;25/06/2025;04/07/2025;Illo;Cabelos;132.1;1;12.98;SC;Site;Boleto;Sim
399;e550b08c-1fae-4fa4-93c2-5e3db1887744;22/05/2025;25/05/2025;Consequatur;Maquiagem;48.32;2;39.19;RJ;Site;Cartão de Crédito;Não
400;9626277d-126b-4d52-9afc-29f35fd32fc4;02/05/2025;08/05/2025;Tempora;Pele;381.56;1;28.84;SC;Site;Carteira Digital;Sim
401;5349560d-50ba-48b4-869f-2be78d6e38ed;02/04/2025;03/04/2025;Harum;Perfumes;499.48;3;46.68;DF;Loja Física;Cartão de Crédito;Sim
402;7d43075e-8934-4287-ba67-d5d1eae4a826;27/02/2025;01/03/2025;Ex;Maquiagem;248.94;3;2.02;RS;Loja Física;Pix;Não
403;7aa28c0c-e369-4b1c-a316-bfcfe77e221a;02/02/2025;04/02/2025;Reiciendis;Maquiagem;199.4;3;20.3;SC;App;Boleto;Não
404;48f5dab0-25ec-4469-8016-864fe6b7b8e1;04/06/2025;05/06/2025;Reiciendis;Maquiagem;176.73;2;0.72;BA;Loja Física;Pix;Não
405;967af70d-1e44-49f5-8ab7-cc02463f8a86;18/02/2025;24/02/2025;Quisquam;Maquiagem;323.57;1;20.12;DF;Site;Boleto;Não
406;b0e015b9-7b1c-461b-b168-45dbee15b67b;03/02/2025;08/02/2025;Consequuntur;Maquiagem;302.05;4;29.84;PR;Site;Pix;Não
407;74d5a63d-d402-44e4-a8cd-7f7dd458d2a4;22/02/2025;05/03/2025;Quas;Infantil;243.74;2;18.12;RS;Loja Física;Carteira Digital;Não
408;66ec307a-ac3a-4c28-ae5d-95063921da6b;18/05/2025;22/05/2025;Similique;Perfumes;332.8;1;32.43;BA;Loja Física;Pix;Não
409;190600f6-c927-4825-86e0-173fe4af9b71;31/01/2025;04/02/2025;Minima;Beleza;361.42;2;28.99;SC;App;Pix;Sim
410;0643bc3a-cb5d-43cd-80b9-de6a9c62cfb1;19/05/2025;23/05/2025;Velit;Pele;110.57;3;41.91;SP;App;Cartão de Crédito;Não
411;c03d063b-9a83-4075-a2bd-8067513e62dc;18/04/2025;25/04/2025;Possimus;Perfumes;463.01;2;37.03;PR;Loja Física;Carteira Digital;Sim
412;e0418f87-1fbb-4085-a33b-e0f7e06f251b;23/02/2025;26/02/2025;Illum;Cabelos;138.47;1;30.34;PR;Loja Física;Pix;Sim
413;37791b0e-ad60-490c-9671-2a281666ad0f;13/03/2025;21/03/2025;Sunt;Beleza;407.24;3;10.03;RS;Site;Cartão de Crédito;Sim
414;8a55a2f5-8bc5-4322-b880-69916c47182f;16/03/2025;22/03/2025;Ea;Infantil;193.33;1;48.77;RS;Site;Cartão de Crédito;Não
415;002e5d68-8002-4b62-9cb3-a0a6face5c21;18/02/2025;23/02/2025;Ex;Pele;129.07;2;23.75;DF;Site;Boleto;Sim
416;a890ee6e-2bab-4166-87dc-5fefdf03e35e;09/02/2025;11/02/2025;Sint;Maquiagem;236.07;4;48.65;MG;App;Carteira Digital;Não
417;b4544a53-7f11-4639-91f2-e9fbc0cc4a19;28/02/2025;07/03/2025;Nulla;Infantil;90.95;3;18.28;RS;App;Pix;Não
418;615fd0e6-9398-4927-a962-e6c3fb13d381;26/03/2025;01/04/2025;Illum;Infantil;493.76;4;4.14;SP;Site;Boleto;Sim
419;f66ce0fd-ce97-4cd2-bc89-bc7ec9ef11be;18/03/2025;23/03/2025;Recusandae;Cabelos;267.59;2;15.58;SC;Site;Cartão de Crédito;Não
420;22b9ccc0-4acc-4e1b-92be-927d8935bbcf;10/04/2025;10/04/2025;Perferendis;Perfumes;111.89;3;4.11;MG;Loja Física;Pix;Sim
421;535d0845-2c5f-4420-8974-cdf6fee207ff;15/03/2025;18/03/2025;Dolore;Beleza;226.75;1;9.54;PR;Loja Física;Cartão de Crédito;Não
422;51112b61-df56-461e-a6be-7288ee02ca16;10/03/2025;15/03/2025;Quo;Pele;89.39;1;49.47;DF;Loja Física;Carteira Digital;Sim
423;6f992d8f-90ca-49db-82bd-b024ad4820cf;24/04/2025;30/04/2025;Quas;Maquiagem;423.97;3;5.85;DF;App;Boleto;Sim
424;e7a49271-1540-4dc7-bfec-32f2ffb03c18;18/03/2025;26/03/2025;Officia;Pele;376.03;4;24.48;MG;Loja Física;Carteira Digital;Não
425;a70b619a-2a64-444f-a6d6-f7df7e148c30;07/07/2025;12/07/2025;Debitis;Infantil;298.31;4;8.27;MG;Site;Pix;Não
426;6a0216ed-a889-4a82-9a77-b19c80582983;23/05/2025;01/06/2025;Illo;Maquiagem;471.28;4;4.35;RS;Site;Carteira Digital;Não
427;11e2e1da-4293-457d-b41e-0a84b59774bc;13/06/2025;19/06/2025;Itaque;Maquiagem;440.81;3;29.45;BA;Site;Carteira Digital;Sim
428;21d4737d-69bd-48c3-b7f6-63347c99647e;31/03/2025;04/04/2025;Mollitia;Cabelos;139.07;4;22.92;MG;App;Pix;Sim
429;f465ab04-d981-4808-bae4-0ab6daf8470f;22/04/2025;26/04/2025;Veniam;Beleza;166.99;4;46.23;PR;App;Boleto;Não
430;b4f95fc0-78ce-49fb-93a5-2f9ebdb29602;04/03/2025;06/03/2025;Iste;Pele;393.08;1;7.72;BA;App;Cartão de Crédito;Não
431;3e75b7bf-efb8-41cc-bd6d-521f64d53551;28/04/2025;05/05/2025;Reiciendis;Infantil;44.32;1;2.27;BA;Loja Física;Boleto;Sim
432;123d4bc5-8c1e-4550-91cc-0d4c69b6c8f3;25/06/2025;30/06/2025;Harum;Infantil;324.37;2;27.56;RJ;App;Pix;Sim
433;2b7c26db-2aab-46ec-8267-e4d9508e1905;12/04/2025;15/04/2025;Distinctio;Perfumes;241.05;1;16.8;PR;Loja Física;Cartão de Crédito;Não
434;e155d9e0-cd15-4cbb-b2c5-4c23bbbc179c;08/02/2025;15/02/2025;Expedita;Pele;56.1;3;6.27;RS;Site;Boleto;Não
435;bcf445d1-e949-45c0-9116-37b54ce3b6bf;01/05/2025;07/05/2025;Neque;Cabelos;39.0;4;21.56;DF;Loja Física;Pix;Não
436;e88cd250-6391-47d6-9b40-d7a1946e64e1;19/02/2025;22/02/2025;Sint;Infantil;186.14;2;33.39;DF;Loja Física;Boleto;Sim
437;19cb3eb7-40b3-4a60-b2e5-9d2936239c40;23/01/2025;01/02/2025;Amet;Infantil;162.36;2;22.78;RJ;Loja Física;Carteira Digital;Não
438;d18ed9df-f042-4869-bcd9-ff954e703448;02/07/2025;08/07/2025;Enim;Beleza;177.19;4;13.05;RJ;Site;Boleto;Sim
439;67bfb43d-9825-4e43-8355-d3089cbe30ba;20/03/2025;26/03/2025;Dolores;Cabelos;73.41;4;35.51;BA;Loja Física;Carteira Digital;Sim
440;b3662684-326b-4507-aef9-38aaed772e2e;06/06/2025;11/06/2025;Nisi;Infantil;58.25;1;37.56;RS;Loja Física;Carteira Digital;Sim
441;c9620a81-612b-4150-bfa4-b68bacce28ff;08/04/2025;14/04/2025;Assumenda;Maquiagem;129.85;1;12.47;DF;Site;Carteira Digital;Sim
442;9851847a-a66e-47f1-a463-00f403ceff14;08/05/2025;14/05/2025;Saepe;Maquiagem;236.83;2;9.23;SC;App;Cartão de Crédito;Não
443;15d453d1-dedf-4e36-8df7-30d429f5b446;17/04/2025;22/04/2025;Iure;Infantil;165.33;3;47.49;PR;Loja Física;Cartão de Crédito;Não
444;33f5e418-d506-4486-a9e0-007217e125e0;15/01/2025;20/01/2025;Labore;Pele;51.27;4;36.65;SP;Loja Física;Boleto;Sim
445;14cd7675-d8d6-41af-9d3f-fd85ec1aaaef;25/03/2025;02/04/2025;Architecto;Beleza;418.48;1;39.0;SC;App;Cartão de Crédito;Sim
446;05fd42a3-cdd0-4125-8e71-72c402d23c84;03/04/2025;05/04/2025;Molestias;Beleza;73.32;2;10.73;DF;Site;Pix;Não
447;bfc7c872-3821-492d-be79-749467af6db9;16/02/2025;19/02/2025;Consequuntur;Cabelos;339.6;4;11.15;MG;Loja Física;Carteira Digital;Não
448;41dbe836-a8a6-48d2-b613-1a007e0cb8e0;01/02/2025;08/02/2025;Laborum;Perfumes;397.56;4;17.38;DF;App;Carteira Digital;Sim
449;620a7361-a471-4add-8e1d-a222d26ec414;25/04/2025;26/04/2025;Cum;Infantil;355.25;3;10.91;MG;Loja Física;Pix;Sim
450;c3df1c1f-a6e8-4384-b973-b9cdbd2f384b;12/04/2025;18/04/2025;Delectus;Cabelos;451.07;4;18.13;SC;Loja Física;Boleto;Sim
451;82e23dd0-86b3-4a90-81d5-9f848d7bcf3f;04/04/2025;07/04/2025;Dolorum;Beleza;249.35;2;45.64;SP;App;Carteira Digital;Não
452;13499016-23a2-49f7-8e8c-067e330d77f9;07/06/2025;11/06/2025;Dolorum;Maquiagem;397.31;3;15.16;SC;Site;Boleto;Não
453;cdfef43c-2656-4618-bee4-ec4789263d23;29/03/2025;03/04/2025;Quasi;Pele;253.53;4;12.49;MG;App;Boleto;Sim
454;5a279244-1999-40b8-8e96-6544316d7739;02/02/2025;08/02/2025;Hic;Beleza;270.78;3;46.92;SC;Loja Física;Cartão de Crédito;Sim
455;5db339df-7132-494d-b3d9-0cfc266590ac;09/02/2025;13/02/2025;Nobis;Cabelos;421.81;4;15.98;RJ;Site;Cartão de Crédito;Não
456;f287f31e-7db5-455b-af32-c5027e4b6c4b;13/02/2025;21/02/2025;Consectetur;Maquiagem;165.36;4;7.84;SP;Site;Cartão de Crédito;Não
457;aa959762-b143-4352-a125-dd67ebdf32fd;13/02/2025;16/02/2025;Alias;Perfumes;443.29;3;4.79;RS;Loja Física;Boleto;Sim
458;4464a9e3-a704-4ec0-acab-f4c76c84a9b3;22/05/2025;27/05/2025;Molestias;Cabelos;248.37;3;31.77;PR;Site;Pix;Não
459;ea610546-d7a9-4f5c-9575-407b18d57e2b;09/05/2025;17/05/2025;Tenetur;Cabelos;421.48;2;47.16;PR;Site;Boleto;Não
460;b6a00afd-f231-4240-b752-616c020f4f7c;09/04/2025;13/04/2025;Optio;Pele;147.27;2;25.7;PR;Site;Boleto;Não
461;8df28127-6182-4c25-bea4-f8ee53395106;30/04/2025;03/05/2025;Culpa;Maquiagem;157.84;3;35.64;DF;Site;Pix;Não
462;87a84426-342c-4bd5-8514-23094bf8c338;11/06/2025;17/06/2025;Vero;Maquiagem;92.23;2;39.16;BA;Loja Física;Carteira Digital;Não
463;7685d556-fc93-47a6-a6ee-8658c05c075a;23/06/2025;26/06/2025;Blanditiis;Cabelos;339.97;1;21.55;PR;App;Boleto;Não
464;459dd85c-c037-41e4-9611-9fa7e196b7d9;05/02/2025;07/02/2025;Eaque;Cabelos;446.95;1;15.36;RS;App;Boleto;Não
465;03114b81-d8a8-4abf-a8f7-39d71ddcfa9b;13/02/2025;16/02/2025;Corrupti;Beleza;226.53;1;39.86;SC;App;Boleto;Não
466;c6d70ed6-d894-4fb9-b56e-650c7b3ab1da;27/01/2025;01/02/2025;Eos;Cabelos;187.74;2;11.69;PR;Site;Pix;Sim
467;17e2c2ad-acac-49ad-8efc-7613f50893ee;31/05/2025;03/06/2025;Aliquid;Perfumes;138.79;4;13.89;BA;Site;Boleto;Sim
468;95f403f0-e334-4a28-b064-a3f653341a14;11/02/2025;14/02/2025;Distinctio;Pele;34.55;3;1.43;SC;Loja Física;Cartão de Crédito;Sim
469;dc2ac454-f0ce-4a04-80d8-63f8e77aad95;17/03/2025;18/03/2025;Debitis;Cabelos;400.06;3;12.39;RS;App;Boleto;Não
470;7ae5bd74-0865-413b-bb86-22b06d415b61;29/06/2025;02/07/2025;At;Pele;59.09;3;35.47;SP;Site;Boleto;Sim
471;726f7568-e719-4a94-b101-8c8448450567;21/04/2025;25/04/2025;Vero;Infantil;230.28;2;8.17;DF;Site;Boleto;Não
472;6a264980-dd45-4edc-a703-4e9b93dcd9f6;24/05/2025;27/05/2025;Dolore;Cabelos;72.26;4;22.5;BA;App;Carteira Digital;Não
473;8513d68a-81f5-4854-9184-6623d6ab9d15;26/05/2025;29/05/2025;Molestiae;Maquiagem;383.66;1;43.53;BA;App;Pix;Não
474;3338ec4a-a2e0-4e39-a5f9-c390ef0bb220;31/01/2025;06/02/2025;Harum;Maquiagem;169.3;3;7.69;DF;App;Cartão de Crédito;Não
475;9dcceccf-f6bc-4932-9f85-1c61275d1f67;05/05/2025;08/05/2025;Similique;Pele;349.46;1;41.37;RS;App;Pix;Não
476;a62b3f67-5471-4e59-a139-ad15446248f9;27/05/2025;02/06/2025;Tenetur;Beleza;176.6;1;11.5;RS;Loja Física;Boleto;Sim
477;7702ffad-6aff-4aad-90d7-c5cbbd1b47b9;02/05/2025;09/05/2025;Sequi;Pele;376.84;1;4.1;SC;App;Boleto;Sim
478;e271c005-7b77-48eb-909b-1fd45332dcf3;11/06/2025;13/06/2025;Consectetur;Pele;238.93;3;49.42;RS;App;Boleto;Não
479;cf345b3a-eb0f-4d5a-83c0-594b60ecf88f;18/05/2025;27/05/2025;Voluptates;Maquiagem;185.23;1;25.04;BA;App;Carteira Digital;Não
480;70265402-c637-4e4a-bdef-a96a7e9639c3;02/03/2025;04/03/2025;Explicabo;Perfumes;161.1;3;27.81;MG;Loja Física;Pix;Sim
481;00074dae-526a-4847-ac2b-d261885ae6f0;19/05/2025;22/05/2025;Tenetur;Cabelos;448.26;4;9.75;DF;Site;Cartão de Crédito;Sim
482;f81411a9-e798-4b97-990d-70915596f4b2;27/05/2025;02/06/2025;Incidunt;Beleza;73.84;3;42.34;SP;Site;Carteira Digital;Sim
483;14f3601e-9445-43d6-af25-437dfbe6a9d1;26/06/2025;03/07/2025;Et;Infantil;391.23;1;23.2;RS;Site;Boleto;Sim
484;6ebbe1b8-3a88-40e6-97af-5dd22815f129;03/02/2025;09/02/2025;Et;Cabelos;87.34;2;2.25;DF;App;Cartão de Crédito;Não
485;45901131-5876-4449-9d43-4e4cada856ee;30/03/2025;05/04/2025;Debitis;Infantil;68.35;2;42.1;DF;Site;Cartão de Crédito;Não
486;1ecaea57-fc57-4649-860b-886a104a06a2;25/02/2025;07/03/2025;Voluptatibus;Beleza;41.6;1;3.47;SP;Loja Física;Pix;Não
487;3e57fa2d-a789-426b-82ef-227939114236;11/01/2025;16/01/2025;Enim;Beleza;365.92;4;36.34;SC;Site;Cartão de Crédito;Sim
488;ab7672ce-c752-46bc-8389-3a32af9fc903;23/03/2025;01/04/2025;Ducimus;Maquiagem;464.41;1;31.69;MG;Site;Boleto;Não
489;733d7ef2-cb0b-442d-afd6-a91cf3e5027e;14/04/2025;17/04/2025;Velit;Pele;342.58;2;6.37;PR;App;Cartão de Crédito;Não
490;3a4dd780-0e31-4dfa-bc9d-2642113fe1ca;31/01/2025;06/02/2025;Molestiae;Perfumes;333.1;4;38.99;DF;Loja Física;Boleto;Sim
491;8371ad31-1b56-4e37-ad69-973016478deb;14/04/2025;15/04/2025;Reiciendis;Pele;364.7;1;27.72;RJ;Loja Física;Cartão de Crédito;Sim
492;d61b667c-074a-4075-a0f7-e5bf389882b4;28/01/2025;03/02/2025;Tempore;Perfumes;411.76;3;19.0;SC;App;Carteira Digital;Sim
493;a84d9ec2-2e00-458f-bf43-12cbc7e9c85e;17/04/2025;20/04/2025;Fuga;Infantil;178.01;3;4.05;SP;Loja Física;Boleto;Sim
494;610decd0-13af-4b9d-b236-cd3eba0bdfa6;11/03/2025;15/03/2025;Reiciendis;Perfumes;448.92;3;40.62;SC;Loja Física;Pix;Sim
495;e485d60e-e669-4140-839c-ed265010af6d;28/05/2025;02/06/2025;Ut;Maquiagem;92.61;3;36.93;SP;Site;Boleto;Não
496;9160b545-4f1f-4d72-8671-2f8209b36f1a;26/03/2025;31/03/2025;Dolores;Pele;497.5;3;30.96;SP;Site;Pix;Sim
497;7f47ff47-1b7f-4601-ac98-2428c31e0c57;20/05/2025;21/05/2025;Animi;Cabelos;163.73;4;24.6;BA;Site;Boleto;Sim
498;8df42146-876b-4641-a3bb-2ed5fd256e78;06/02/2025;11/02/2025;Rem;Infantil;170.1;1;27.07;SC;Site;Pix;Sim
499;0a8b4a55-79b3-45f1-a561-13e6da89a33b;14/03/2025;15/03/2025;Sapiente;Maquiagem;79.58;4;23.71;RS;Loja Física;Carteira Digital;Não
500;2aca45e2-71b9-4518-903c-663dde6d69ae;10/05/2025;11/05/2025;Voluptatum;Perfumes;168.96;3;2.08;MG;Loja Física;Cartão de Crédito;Não
501;3e5fbb0a-25a1-4ecb-8d9d-a4c923797357;26/02/2025;06/03/2025;Necessitatibus;Beleza;201.47;3;45.39;RJ;App;Boleto;Sim
502;3f23889e-3b53-48ef-a92a-b44c04a1effb;17/06/2025;01/07/2025;Magnam;Pele;174.4;4;46.74;SC;App;Cartão de Crédito;Não
503;23214828-6bcb-40c4-8b9c-266c640499b7;04/06/2025;08/06/2025;Sequi;Perfumes;59.16;3;3.84;DF;Site;Pix;Não
504;b1c64248-7cc6-4e7c-87e6-94c636bf79f9;31/05/2025;02/06/2025;Recusandae;Perfumes;79.98;2;17.74;MG;Loja Física;Carteira Digital;Sim
505;b7b5c89e-0a35-413b-89f1-fe8f78aa98da;15/01/2025;19/01/2025;Similique;Maquiagem;340.05;4;22.87;PR;Site;Cartão de Crédito;Sim
506;bb9c75b5-3deb-40de-a70b-032dd2547e83;03/06/2025;08/06/2025;Iure;Pele;114.84;1;30.09;MG;App;Boleto;Não
507;f7c0528a-75b9-4f12-833d-d5dcc0a9d78d;22/01/2025;26/01/2025;Voluptas;Pele;106.45;1;31.0;BA;Site;Cartão de Crédito;Sim
508;a2cd9a4a-5ac4-424d-9efe-802023e9b476;04/05/2025;06/05/2025;Sapiente;Pele;200.91;1;28.85;DF;App;Pix;Sim
509;17947260-0f07-45ed-8335-fb132c72fc0d;12/01/2025;16/01/2025;Aspernatur;Cabelos;456.77;2;8.6;RJ;Site;Carteira Digital;Não
510;f181cb08-b2b5-4d38-94c4-08f3c41cbd9f;19/01/2025;27/01/2025;Distinctio;Maquiagem;124.36;2;23.84;SC;Site;Cartão de Crédito;Sim
511;ee028c0f-a447-4996-9bfe-a698c1aafd58;14/02/2025;22/02/2025;Libero;Pele;369.37;4;40.08;RJ;Loja Física;Pix;Não
512;f3f5c3c9-35c2-4643-9369-47705d5e77e0;04/03/2025;07/03/2025;Nobis;Beleza;450.68;2;40.48;PR;App;Carteira Digital;Sim
513;6eeb9b49-e6e0-4cf4-95c6-e2c6879a3149;09/04/2025;12/04/2025;Voluptate;Infantil;412.76;1;28.34;RS;Loja Física;Boleto;Não
514;24063ede-a7ae-4413-9af1-4a574e87ce2f;11/06/2025;13/06/2025;Dolorum;Cabelos;84.74;2;29.97;MG;App;Pix;Não
515;15d663d3-194a-4397-b59b-cc6bdc04fe54;31/05/2025;04/06/2025;Consequatur;Perfumes;415.63;4;9.97;MG;Site;Boleto;Não
516;395b673a-9319-40b4-a756-44435f254e37;11/03/2025;14/03/2025;Enim;Pele;469.63;2;39.22;SC;App;Carteira Digital;Sim
517;9032d5d9-bac5-4110-add3-44f62650178b;25/04/2025;02/05/2025;Quae;Pele;116.87;4;41.24;PR;Site;Carteira Digital;Sim
518;81d97e36-f314-4ea5-9875-064719878c92;09/04/2025;15/04/2025;Commodi;Perfumes;97.19;2;10.11;RJ;Site;Pix;Sim
519;4b7a8d1f-e836-401b-9be4-ffcbf4563396;28/06/2025;01/07/2025;Dolor;Perfumes;257.15;4;13.53;BA;Loja Física;Carteira Digital;Não
